ticker,disease,stage,date,catalyst,label
VTGN,Adjustment Disorder with Anxiety (AjDA),Phase 2a,3/22/23,"Phase 2a top-line data demonstrated clinically meaningful reductions in fear, anxiety and avoidance of anxiety-provoking social and performance situations in daily life, as measured by the Liebowitz Social Anxiety Scale (LSAS)",5
REGN,Homozygous familial hypercholesterolemia (HoFH) in children,Approved,3/22/23,"Approved March 22, 2023.",5
INCY,Merkel cell carcinoma (MCC),Approved,3/22/23,"FDA Approved on March 22, 2023.",5
CDTX,Candidemia,Approved,3/22/23,"FDA approval on March 22, 2023.",5
ABBV,Parkinson's disease,CRL,3/22/23,"CRL issued by FDA on March 22, 2023.",4
MRK,Endometrial carcinoma,Phase 3,3/23/23,"Additional Phase 3 data reported that KEYTRUDA plus chemotherapy reduced risk of disease progression or death by 46% in patients whose cancer was mismatch repair proficient (pMMR) and by 70% in patients whose cancer was mismatch repair deficient (dMMR), compared to chemotherapy alone, noted March 23, 2023.",5
INCY,Myelofibrosis,CRL,3/23/23,"CRL issued by the FDA on March 23, 2023.",4
REGN,Chronic obstructive pulmonary disease (COPD),Phase 3,3/23/23,"Phase 3 demonstrated clinically meaningful and highly significant reduction (30%) in moderate or severe acute exacerbations of COPD over 52 weeks, while also demonstrating significant improvements in lung function, quality of life and COPD respiratory symptoms, noted March 23, 2023. Data expected in 2025.",5
IVVD,COVID-19 (prevention),Phase 2/3,3/23/23,"Phase 2/3 study suggests clinically meaningful protection can be achieved at low neutralizing antibody titers, noted March 23, 2023.",5
ADGI,COVID-19 (prevention),Phase 2/3,3/23/23,"Phase 2/3 study suggests clinically meaningful protection can be achieved at low neutralizing antibody titers, noted March 23, 2023.",5
PHAR,Activated phosphoinositide 3-kinase delta syndrome (APDS),Approved,3/24/23,"Approved March 24, 2023.",5
MNPR,Oral mucositis,Phase 2/3,3/27/23,"Phase 2b/3 interim analysis conducted by an independent Data Safety Monitoring Board (DSMB), which informed the Company that the trial did not meet the pre-defined threshold for efficacy of a 15% absolute difference in SOM prevention between Validive and placebo. Based on not meeting the pre-specified efficacy threshold, the company will be discontinuing the study, noted March 27, 2023.",5
NLSP,Narcolepsy,Phase 3,3/27/23,"OLE trial data reported that the mean ESS score for these patients declined by approximately 10.2 (SD=5.83) points from their DB study baseline to month 6 in the OLE, noted March 27, 2023.",4
IONS,ATTR Amyloidosis,Phase 3,3/27/23,"Phase 3 66-week data reported that trial met all three primary endpoints, noted March 27, 2023.",4
CGTX,Alzheimer's Disease,Phase 1/2,3/28/23,"Additional biomarker data revealed 28 biomarkers that were significantly altered as a result of treatment with CT1812, 11 of which are priority biomarkers of Alzheimer's biology, noted March 28, 2023.",5
CGTX,Mild-to-Moderate Alzheimer's Disease,Phase 2,3/28/23,"Phase 2 biomarker data reported that treatment resulted in a significant shift in levels of prion protein (PRPN), noted March 28, 2023.",5
ANEB,Cannabinoid Intoxication,Phase 2a,3/28/23,"Phase 2 met the primary endpoint in all cochorts, noted March 28, 2023",4
EBS,Opioid overdose,Approved,3/29/23,"Approved March 29, 2023.",5
MRK,adult and pediatric patients with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) solid tumors,Approved,3/29/23,"FDA approval on March 29, 2023.",5
IONS,Alzheimer's disease,Phase 1/2,3/29/23,"Phase 1b trial of 1b/2 study met its primary objective of safety and tolerability. Phase 1b LTE study results showed that dosing reduced biomarkers of soluble tau in CSF (t-tau and p-tau181) in a dose-dependent and sustained manner, with all dose groups showing approximately a 60% reduction from baseline CSF tau levels by the end of the LTE .Phase 2 trial in progress, noted March 29, 2023.",5
BIIB,Alzheimer's disease,Phase 1/2,3/29/23,"Phase 1b trial of 1b/2 study met its primary objective of safety and tolerability. Phase 1b LTE study results showed that dosing reduced biomarkers of soluble tau in CSF (t-tau and p-tau181) in a dose-dependent and sustained manner, with all dose groups showing approximately a 60% reduction from baseline CSF tau levels by the end of the LTE .Phase 2 trial in progress, noted March 29, 2023.",5
ALGS,Nonalcoholic steatohepatitis (NASH),Phase 1,3/29/23,"Phase 1 data presented at the Hepatology Conference demonstrated a favorable safety and pharmacokinetic profile in healthy volunteers and subjects with hyperlipidemia, March 29, 2023.",5
TAK,Pouchitis,Phase 3,3/30/23,"Phase 4 met primary endpoint, noted March 30, 2023.",4
AVXL,Parkinson’s Disease Dementia (PDD),Phase 2,3/30/23,"Phase 2 study data met primary and key secondary endpoints, noted March 30, 2023.",4
CYTK,Amyotrophic lateral sclerosis (ALS),Phase 3,3/31/23,"DMC review recommended the discontinuation of the trial due to futility, noted March 31, 2023.",3
JNJ,"Tablet reduction, non-metastatic castration-resistant prostate cancer (nmCRPC)",Approved,4/3/23,"Approved April 3, 2023.",5
SGEN,Urothelial cancer,Approved,4/3/23,"FDA Approved on April 3, 2023.",5
ONCT,Mantle cell lymphoma (MCL),Phase 3,4/3/23,"Phase 3 trial closed due to company strategic prioritization, noted April 3, 2023.",4
AKBA,Anemia due to chronic kidney disease (CKD),Phase 3,4/3/23,"Phase 3 study met primary and secondary endpoints, noted April 3, 2023.",4
IFRX,COVID-19,Phase 3,4/4/23,"FDA granted an Emergency Use Authorization (EUA), noted April 4, 2023.",4
IMUX,Ulcerative colitis,Phase 2,4/5/23,"Additional Phase 2 data reported a dose-linear increase in clinical remission as compared to placebo at week 50 with an exploratory statistical analysis confirming that the 30 mg dose of vidofludimus calcium was statistically superior in achieving clinical remission, with a 33.7% absolute improvement over placebo, noted April 5, 2023.",5
BLU,Chronic cough,Phase 1,4/5/23,"Phase 1 bioavailability equivalence data reported that treatment was well tolerated and demonstrated equivalent bioavailability to twice-daily Immediate Release formulation, noted April 5, 2023.",5
MTEM,Multiple Myeloma,Phase 1,4/7/23,"Partial clinical hold placed April 7, 2023.",4
MRK,Colorectal cancer,Phase 3,4/7/23,"Phase 3 trial did not meet primary endpoint, noted April 7, 2023.",5
MRK,Metastatic melanoma,Phase 3,4/7/23,"Phase 3 trial did not meet primary endpoint, noted April 7, 2023.",5
AMGN,Thyroid Eye Disease (TED) - chronic,Phase 3,4/10/23,"Phase 4 topline data reported that treatment achieved a statistically significant reduction in proptosis from baseline compared to those receiving placebo, noted April 10, 2023.",5
TAK,Primary immunodeficiency (PI) in children 2-16 years old,Approved,4/11/23,"Approved April 11, 2023.",5
AGLE,Classical Homocystinuria,Phase 1/2,4/12/23,"Phase 1/2 data reported that treatment with pegtarviliase lowered total homocysteine levels in participants when compared to baseline values, and in the third cohort (1.35 mg/kg) did not show a consistent reduction in total homocysteine levels compared to baseline, noted April 12, 2023.",5
LLY,Ulcerative Colitis,CRL,4/13/23,"CRL announced April 13, 2023.",4
HRMY,22q11.2 Deletion Syndrome,Phase 2,4/13/23,"Additional Phase 2 data reported a statistically significant improvements in PARS-R, total score and all 5 subscales of ADAMS and all 5 subscales of ABC-C, noted April 13, 2023.",5
ZYNE,22q11.2 Deletion Syndrome,Phase 2,4/13/23,"Additional Phase 2 data reported a statistically significant improvements in PARS-R, total score and all 5 subscales of ADAMS and all 5 subscales of ABC-C, noted April 13, 2023.",5
MRUS,"HNSCC , Solid Tumors",Phase 1,4/14/23,"Phase 1 data from AACR reported antitumor activity among the 14 patients, with 1 partial response and 3 had stable disease, noted April 14 2023.",4
HGEN,Chronic myelomonocytic leukemia (CMML),Phase 2,4/14/23,"Phase 2 preliminary study results reported that 6 subjects demonstrated clinical benefit, with ten grade 3/4 Serious Adverse Events, noted April 14, 2023.",5
MNMD,Major Depressive Disorder (MDD),Phase 2,4/14/23,"Phase 2 topline data reported that trial met primary endpoint, noted April 14, 2023.",4
INO,Ebola,Phase 1b,4/16/23,"Phase 1b data presented at ECCMID reported that GMTs rose significantly after boosting for each time point measured, peaking at week 2, noted April 16, 2023.",5
AFMD,CD30-positive peripheral T cell lymphoma (PTCL),Phase 2,4/16/23,"Phase 2 presentation at AACR reported an objective response rate (ORR) of 32.4% and 10.2% complete response rate (CR) in the ITT population, noted April 16, 2023.",5
GSK,Uncomplicated urinary tract infection (uUTI),Phase 3,4/17/23,"Both EAGLE-2 and EAGLE-3 phase 3 trials met primary endpoint of non-inferiority to nitrofurantoin; EAGLE-3 demonstrated statistical superiority, noted April 17, 2023.",5
PCVX,Pneumococcal conjugate vaccine,Phase 2,4/17/23,"Phase 2 data reported an overall improvement in immune responses vs. PCV20 relative to the results from the prior Phase 2 study in adults aged 50-64, and the trial met the OPA response non-inferiority criteria(1) for 18 of 20 STs common with PCV20 and met the superiority criteria, noted April 17, 2023.",5
RHHBY,Hepatocellular carcinoma,Phase 3,4/17/23,"Additional Phase 3 data reported that the combination reduced the risk of cancer returning by 28%, compared with active surveillance, at a median follow-up of 17.4 months, noted April 17, 2023.",5
AXLA,Long COVID-19,Phase 2a,4/17/23,"Phase 2a data reported that fatigue responders showed significantly greater improvement in phosphocreatine recovery time, a marker of mitochondrial function, and a trend towards reductions in plasma FGF-21 and serum lactate at day 28 compared with placebo-treated patients, noted April 17, 2023.",5
IGXT,Acute migraine,Approved,4/17/23,"Approved April 17, 2023.",5
RHHBY,"Hepatocellular Carcinoma (HCC), Solid tumors",Phase 1/2,4/17/23,"Additional biomarker data presented at AACR reported on-target changes in gene signatures in the peripheral blood that were dependent upon drug exposure levels, noted April 17, 2023.",5
TPST,"Hepatocellular Carcinoma (HCC), Solid tumors",Phase 1/2,4/17/23,"Additional biomarker data presented at AACR reported on-target changes in gene signatures in the peripheral blood that were dependent upon drug exposure levels, noted April 17, 2023.",5
VACC,Human papillomavirus (HPV),Phase 1/2,4/17/23,"Additional Phase 1/2a data reported that treatment was generally well-tolerated and was administered with no product-related grade 3 unsolicited adverse events and no product-related SAEs, noted April 17, 2023.",5
PFE,Squamous cell carcinoma of the head and neck (SCCHN),Phase 2,4/17/23,"Phase 2 interim results presented at AACR reported a confirmed ORR of 40%, with one complete response and 5 partial responses, noted April 17, 2023.",5
CLLS,Clear cell renal cell carcinoma (ccRCC),Phase 1,4/17/23,"Phase 1 presentation at AACR reported early anti-tumor activity with deepening responses over time, noted April 17, 2023.",5
ALLO,Clear cell renal cell carcinoma (ccRCC),Phase 1,4/17/23,"Phase 1 presentation at AACR reported early anti-tumor activity with deepening responses over time, noted April 17, 2023.",5
TPST,"Hepatocellular Carcinoma (HCC), Solid tumors",Phase 1,4/17/23,"Additional biomarker data presented at AACR reported on-target changes in gene signatures in the peripheral blood that were dependent upon drug exposure levels, noted April 17, 2023.",5
RHHBY,"Hepatocellular Carcinoma (HCC), Solid tumors",Phase 1,4/17/23,"Additional biomarker data presented at AACR reported on-target changes in gene signatures in the peripheral blood that were dependent upon drug exposure levels, noted April 17, 2023.",5
AVIR,Dengue,Phase 2,4/17/23,"Additional Phase 2 data presented at ECCMID reported that AT-752 was well tolerated and had no clinically relevant effects on cardiac repolarization, heart rate, PR or QRS intervals, noted April 17, 2023.",5
GMAB,Squamous cell carcinoma of the head and neck (SCCHN),Phase 2,4/17/23,"Phase 2 interim results presented at AACR reported a confirmed ORR of 40%, with one complete response and 5 partial responses, noted April 17, 2023.",5
SGEN,Squamous cell carcinoma of the head and neck (SCCHN),Phase 2,4/17/23,"Phase 2 interim results presented at AACR reported a confirmed ORR of 40%, with one complete response and 5 partial responses, noted April 17, 2023.",5
GMDA,Hematologic Malignancies,Approved,4/17/23,"FDA Approved on April 17, 2023.",5
AVIR,COVID-19,Phase 3,4/17/23,"Phase 3 presented at ECCMID reported a 71% relative reduction in risk of hospitalization with bemnifosbuvir versus placebo, noted April 17, 2023.",5
ADAG,Solid tumors,Phase 1/2,4/18/23,"Phase 1/2 trial data presented at AACR demonstrated that combination was well-tolerated up to 10 mg/kg Q3W or Q6W and with repeat dosing beyond 4 cycles, noted April 18, 2023.",5
ABBV,Preventive treatment of migraine,Approved,4/18/23,"Approved April 17, 2023.",5
JNJ,Pulmonary arterial hypertension (PAH),Phase 3,4/18/23,"Phase 3 data reported that trial met its co-primary endpoint, with PVR change with M/T STCT was significantly greater versus macitentan, noted April 18, 2023.",4
RLAY,"PIK3CA (PI3Kα) mutant tumors, including HR+/HER2- breast cancer",Phase 1,4/18/23,"Phase 1 initial data reported that RLY-2608 reached selective target exposure at multiple doses, with a partial response in a breast cancer patient, noted April 18, 2023.",5
RPTX,Solid tumors,Phase 1/2,4/18/23,"Phase 1/2 initial data reported a 48% CBR in patients with unmet medical needs and a 32% overall response, 58% CBR and mPFS of approximately 7 months, noted April 18, 2023.",4
